"ValueClassification","Value","DescriptionClassification","Description","DeprecationDate"
"(U) ","COMSEC_00001","(U) ","
				COMSEC Material - Access by Contractor Personnel Restricted to U.S. Citizens Holding Final Government Clearance.
			",
"(U) ","SSI_00001","(U) ","
				Warning: This record contains Sensitive Security Information that is controlled under 49 CFR parts 15 and 1520.
				No part of this record may be disclosed to persons without a ""need-to-know,"" as defined in 49 CFR parts 15 
				and 1520, except with the written permission of the Administrator of the Transportation Security Administration
				or the Secretary of Transportation. Unauthorized release may result in civil penalty or other action. 
				For U.S. government agencies, public disclosure is governed by 5 USC 552 and 49 CFR parts 15 and 1520.
			",
"(U) ","GEOCAP_00001","(U) ","
				WARNING STATEMENT: This document contains Geospatial Intelligence Controlled Access Program (GEOCAP) information
				and must adhere to established handling instructions. Contact the GEOCAP program office at (S) 579-3848 or
				TCS_Security@coe.ic.gov for additional guidance.
			",
"(U) ","NATO_00001","(U) ","
				This document contains COSMIC TOP SECRET information.
			",
"(U) ","NATO_00002","(U) ","
				This document contains NATO SECRET information.
			",
"(U) ","NATO_00003","(U) ","
				This document contains NATO CONFIDENTIAL information.
			",
"(U) ","NATO_00004","(U) ","
				This document contains NATO RESTRICTED information.
			",
"(U) ","NATO_00005","(U) ","
				This document contains NATO UNCLASSIFIED information.
			",
"(U) ","RC_Dissemination_Control_Required_00001","(U) ","This product was collected in a restricted collection mode.
				Redaction, chipping and release determination shall not result in more permissive release than NOFORN regardless 
				of the Security Indicator Codes (SIC) associated with the product.
			",
"(U) ","ITAR-EAR_00001","(U) ","
				WARNING - This document contains technical data whose export is restricted by the
				Arms Export Control Act (Title 22, U.S.C., Sec 2751, et seq.) or the Export
				Administration Act of 1979 (Title 50, U.S.C., App. 2401 et seq.), as amended. Violations
				of these export laws are subject to severe criminal penalties. Disseminate in accordance
				with provisions of DoD Directive 5230.25. 
			",
"(U) ","DISPLAYONLY_00001","(U) ","
				Derivative use of this DISPLAY ONLY or REL TO in conjunction with DISPLAY ONLY marked information into 
				other products is prohibited without prior authorization from the originating agency. Disclosure of 
				DISPLAY ONLY or REL TO in conjunction with DISPLAY ONLY information is not authorized for other purposes or
				for disclosure or release and disclosure to other countries, international organizations, or coalitions not
				specified in the banner line or portion marking. Removal of this caveat is required once authorization is
				received by the originating agency.
			",

